"","geo_name","output","employees","investments","year","t"
"16369","Hungary",2990947,260.6,1850181,2008,14
"16370","Bulgaria",12411.6,143.53,9191.1,2016,22
"16371","Belgium",80983.5,213.6,59225,2020,26
"16372","Slovenia",8243.3,77.02,5809.3,2009,15
"16373","Sweden",439568,281,246543,2013,19
"16374","Romania",125612.6,514.9,79441.9,2017,23
"16375","Finland",13282,116.9,8136,1997,3
"16376","Hungary",2465748,247.3,1501127,2004,10
"16377","Estonia",2333.7,43.54,1479.2,2005,11
"16378","Lithuania",3009.7,115.6,1529.1,2005,11
"16379","Netherlands",99140,390,66036,2008,14
"16380","Denmark",211025,147.32,134587,2013,19
"16381","United Kingdom",94023,991.307,55017,1995,1
"16382","Finland",32321,161.4,19787,2016,22
"16383","Latvia",3890.6,49.01,2713.1,2016,22
"16384","Malta",818.2,7.8,526.9,2010,16
"16385","Italy",206893.7,948.5,136453.3,2013,19
"16386","Poland",134769,559.9,78518,2000,6
"16387","Austria",25010.2,264.35,12602,1995,1
"16388","United Kingdom",249984,1156.807,154021,2014,20
"16389","France",299543.9,1616.3,187304.4,2008,14
"16390","Poland",508115,931.8,345783,2021,27
"16391","Greece",9512.8,112.5,6631.9,2016,22
"16392","Hungary",6168009,311.16,3828231,2019,25
"16393","Poland",458613,934.3,288727,2019,25
"16394","Luxembourg",7457.3,42.24,4659.7,2016,22
"16395","United States",1353600,7691099.99999998,656600,2006,12
"16396","Netherlands",66015,415,44533,2000,6
"16397","Hungary",3764514,271.34,2344883,2017,23
"16398","Estonia",4327,38.89,2765.2,2018,24
"16399","Poland",361543,863.4,227738,2017,23
"16400","Lithuania",5600.9,85.58,2718.7,2018,24
"16401","Netherlands",54407,392,36826,1998,4
"16402","Cyprus",1577.9,20.65,876.4,1996,2
"16403","Lithuania",4440.9,85.53,2073.3,2016,22
"16404","Spain",347132,2275,235560,2006,12
"16405","Ireland",16765.2,86.49,12594.7,2009,15
"16406","Slovakia",11546,100.69,5869.7,2010,16
"16407","Austria",44546.1,255.33,26645.1,2008,14
"16408","Denmark",166154.7,161.85,105536.8,2001,7
"16409","United States",913800,6786499.99999998,452600,2000,6
"16410","Hungary",2417371,215.95,1438821,2011,17
"16411","Slovenia",5653.1,54.7,3873.1,2012,18
"16412","Malta",377.7,6.93,197.2,1998,4
"16413","Bulgaria",14355,141.85,10705.4,2017,23
"16414","Romania",200456.9,566.5,131241.1,2020,26
"16415","Slovenia",7072,69.02,5096,2010,16
"16416","Italy",182344.4,954.8,116381.6,2020,26
"16417","Sweden",467464,288,261144,2014,20
"16418","Romania",148550.1,517.2,91412.2,2018,24
"16419","Finland",15431,123.1,9435,1998,4
"16420","Hungary",2841229,258.87,1722606,2005,11
"16421","Estonia",3030.8,51.74,1863.3,2006,12
"16422","Lithuania",4124.7,145.12,2069.1,2006,12
"16423","Netherlands",96544,381,63150,2009,15
"16424","Denmark",222937.9,148.66,143528.5,2014,20
"16425","United Kingdom",102239,974.513,60340,1996,2
"16426","Finland",35198,164.5,21561,2017,23
"16427","Latvia",4828.6,52.49,3449,2017,23
"16428","Malta",847.3,7.89,554.6,2011,17
"16429","Italy",191814.8,894.6,127457.6,2014,20
"16430","Poland",139467,754.4,81651,2001,7
"16431","Austria",26644.1,263.39,13652.5,1996,2
"16432","United Kingdom",270962,1208.264,166031,2015,21
"16433","France",279621.8,1616.6,171456.8,2009,15
"16434","Portugal",17475.8,345.09,12365.9,1995,1
"16435","Greece",6444.3,109.7,4514,2017,23
"16436","Hungary",6488783,320.05,4136116,2020,26
"16437","Poland",461263,942.3,293045,2020,26
"16438","Luxembourg",7339.8,43.54,4533.5,2017,23
"16439","United States",1338900,7629799.99999998,623200,2007,13
"16440","Netherlands",71092,424,47569,2001,7
"16441","Hungary",4974790,298.8,3113684,2018,24
"16442","Estonia",4618.2,39.98,2925.5,2019,25
"16443","Poland",415441,885.6,257000,2018,24
"16444","Lithuania",6394.9,83.56,3157.7,2019,25
"16445","Netherlands",60083,404,40280,1999,5
"16446","Cyprus",1599.4,20.39,890.3,1997,3
"16447","Lithuania",4862.6,82.76,2331.3,2017,23
"16448","Spain",350171,2409.1,233709,2007,13
"16449","Ireland",12774.8,61.71,10432.5,2010,16
"16450","Slovakia",11693.1,95.93,6160.2,2011,17
"16451","Austria",43626,253.41,26216.2,2009,15
"16452","Denmark",169678.2,157.6,107059.9,2002,8
"16453","United States",956800,6825799.99999998,470400,2001,7
"16454","Hungary",2294069,223.71,1356738,2012,18
"16455","Slovenia",5280.4,50.52,3667.8,2013,19
"16456","Malta",373.8,6.6,194.2,1999,5
"16457","Bulgaria",16622.5,149.3,12643.2,2018,24
"16458","Romania",215851.1,611.7,139480.4,2021,27
"16459","Slovenia",6108.4,59.74,4252.9,2011,17
"16460","Italy",240050.9,1037.4,154721.5,2021,27
"16461","Sweden",526445,297,295957,2015,21
"16462","Romania",182389.3,549.1,114985.8,2019,25
"16463","Finland",16981,128.6,10379,1999,5
"16464","Hungary",2970493,263.84,1843959,2006,12
"16465","Estonia",3779.7,59.34,2264.5,2007,13
"16466","Lithuania",5777.8,140.54,2862,2007,13
"16467","Netherlands",87742,367,57758,2010,16
"16468","Denmark",239886.3,153.09,151711.3,2015,21
"16469","United Kingdom",107826,1053.404,66136,1997,3
"16470","Finland",37890,172,23344,2018,24
"16471","Latvia",5611.7,60.17,4001.9,2018,24
"16472","Malta",866.3,7.7,578.8,2012,18
"16473","Italy",186611.4,895.2,123141.7,2015,21
"16474","Poland",134831,664.8,79632,2002,8
"16475","Austria",27204.9,265.32,14161.8,1997,3
"16476","United Kingdom",283618,1228.898,175550,2016,22
"16477","France",280709.5,1579.2,173030.5,2010,16
"16478","Portugal",19177.1,344.28,13717.8,1996,2
"16479","Greece",7586.4,110.5,5256.2,2018,24
"16480","Hungary",7788578,333.93,4901795,2021,27
"16481","Greece",15702.2,126.3,11332.3,1995,1
"16482","Luxembourg",7625.4,45.19,4727.1,2018,24
"16483","United States",1275800,7161999.99999998,626500,2008,14
"16484","Ireland",15265.7,69.08,9954.8,2015,21
"16485","Estonia",4520.5,39.44,2845.4,2020,26
"16486","Spain",196937,1409.6,107252,2010,16
"16487","Lithuania",6511,80.38,3234.1,2020,26
"16488","Poland",131253,628.1,78249,2003,9
"16489","Cyprus",1668.8,19.81,922.7,1998,4
"16490","Spain",307168,2141.6,188599,2008,14
"16491","Germany",249158,1872,148480,2011,17
"16492","Portugal",22632.8,365.84,16275.5,1997,3
"16493","Ireland",9586.6,56.71,7516.7,2011,17
"16494","Latvia",7905.8,95.62,5667.4,2008,14
"16495","United Kingdom",231580,1310.044,138399,2008,14
"16496","Luxembourg",5643.7,39.5,3444.9,2012,18
"16497","Greece",17183.8,126.1,12246.3,1996,2
"16498","United States",969900,6715799.99999998,476300,2002,8
"16499","Cyprus",2977.5,24.84,2055,2017,23
"16500","Luxembourg",5004.1,38.17,2997.2,2010,16
"16501","Spain",254338,1945.5,165502,2004,10
"16502","Malta",1975.8,11.96,1267.8,2021,27
"16503","Bulgaria",18285,157.74,13656,2019,25
"16504","United States",1984600,7434537.16075156,970300,2021,27
"16505","Denmark",148228.1,154.99,89670.6,1999,5
"16506","Malta",1623.2,9.98,1004,2019,25
"16507","Japan",88094707,5362309,48491918,1995,1
"16508","Greece",42164.7,199.4,24262.3,2006,12
"16509","Sweden",548740,304,304069,2016,22
"16510","Lithuania",2782.6,79.74,1316.3,2010,16
"16511","Finland",19283,134.1,11939,2000,6
"16512","France",304077.8,1430.3,191163.8,2017,23
"16513","Estonia",3547.9,57.19,2128.9,2008,14
"16514","Lithuania",6352.7,132.62,3067.1,2008,14
"16515","Netherlands",91519,360,61833,2011,17
"16516","Denmark",264491.6,158.62,164365.8,2016,22
"16517","United Kingdom",115907,1165.806,69236,1998,4
"16518","Finland",39527,168.1,24561,2019,25
"16519","Latvia",5665.9,56.65,3932.5,2019,25
"16520","Malta",882.1,7.5,576.1,2013,19
"16521","Italy",184000.4,904,119516.6,2016,22
"16522","Japan",92402391,5416435.25,51197277,1996,2
"16523","Austria",27982.5,262.56,14319.6,1998,4
"16524","United Kingdom",301872,1286.26,186885,2017,23
"16525","France",296232.7,1566.8,184795.2,2011,17
"16526","Greece",8086,113.1,5628,2019,25
"16527","Ireland",8851.5,60.46,5928.4,1995,1
"16528","Denmark",283014.6,164.89,175979.4,2017,23
"16529","Luxembourg",8421.8,46.89,5093.5,2019,25
"16530","United States",1098700,6016399.99999998,533300,2009,15
"16531","Ireland",19539.4,78.89,13350.9,2016,22
"16532","Estonia",4879.9,39.78,3078.3,2021,27
"16533","Spain",161521,1197.3,85965,2011,17
"16534","Lithuania",7454.5,84.75,3872.2,2021,27
"16535","Poland",146044,641.7,83616,2004,10
"16536","Cyprus",1742,19.88,975.5,1999,5
"16537","Spain",261411,1638,151382,2009,15
"16538","Germany",257099,1895,151918,2012,18
"16539","Portugal",25066.2,404.52,18006.6,1998,4
"16540","Ireland",7793.4,52.54,4756,2012,18
"16541","Latvia",4494.1,62.99,3160.5,2009,15
"16542","United Kingdom",200747,1277.796,123517,2009,15
"16543","Luxembourg",5828.4,39.65,3538.5,2013,19
"16544","Greece",18932,124.7,13211.7,1997,3
"16545","United States",1039400,6734599.99999998,514200,2003,9
"16546","Cyprus",3705.6,28.29,2611.3,2018,24
"16547","Luxembourg",5327.7,38.97,3282,2011,17
"16548","Spain",301433,2120.8,200530,2005,11
"16549","Netherlands",45461,368,30026,1995,1
"16550","Bulgaria",23494.9,154.37,18381.9,2020,26
"16551","Denmark",159257.7,160.01,96720.6,2000,6
"16552","Malta",1693.4,11.34,1090.6,2020,26
"16553","Germany",266909,1904,158389,2013,19
"16554","Greece",39507.5,214,23765.5,2007,13
"16555","Sweden",613653,330,351214,2017,23
"16556","Lithuania",3481.2,77.38,1596.5,2011,17
"16557","Finland",19797,132.1,12333,2001,7
"16558","Romania",84544.3,542.8,43770.9,2007,13
"16559","France",316295.9,1455,200086,2018,24
"16560","Estonia",2284.9,46.68,1415.9,2009,15
"16561","Lithuania",3070.3,100.02,1469.3,2009,15
"16562","Netherlands",84528,346,57345,2012,18
"16563","Romania",43011.5,415.7,22874.1,2005,11
"16564","United Kingdom",124072,1189.179,71997,1999,5
"16565","Finland",39834,163.3,24466,2020,26
"16566","Latvia",5337.2,54.58,3656.2,2020,26
"16567","Malta",1024.5,7.51,720.3,2014,20
"16568","Italy",183971.8,905.3,118471.5,2017,23
"16569","Japan",87752876,5306313.5,48480754,1997,3
"16570","Austria",28575.1,261.78,14630.2,1999,5
"16571","United Kingdom",326728,1320.269,206556,2018,24
"16572","France",295768.6,1551.2,186513,2012,18
"16573","Denmark",297028.6,177.4,187750.6,2020,26
"16574","Greece",7181.6,111.6,4807.1,2020,26
"16575","Ireland",9647.4,63.68,6461.4,1996,2
"16576","Denmark",311631,170.87,201211.1,2018,24
"16577","Luxembourg",8616.1,48.46,5292.1,2020,26
"16578","United States",1016600,5518199.99999998,490900,2010,16
"16579","Ireland",24761.5,85.82,16761.2,2017,23
"16580","Portugal",18784,258.86,11863.6,2017,23
"16581","Cyprus",2217.2,21.93,1265.6,2002,8
"16582","Spain",133972,967.6,69565,2012,18
"16583","Luxembourg",1946.5,23.95,1038.2,1995,1
"16584","Poland",167359,675.4,100027,2005,11
"16585","Czechia",950276,260.86,660616,2019,25
"16586","Cyprus",1848.8,19.76,1053.3,2000,6
"16587","United Kingdom",217187,1120.162,134548,2012,18
"16588","France",300094.1,1529.8,187998.8,2013,19
"16589","Portugal",26492.1,420.24,18875.3,1999,5
"16590","Ireland",9526.2,52.59,5712.6,2013,19
"16591","Latvia",3597.7,51.83,2819.9,2010,16
"16592","United Kingdom",206201,1171.237,127939,2010,16
"16593","Ireland",11390,70.27,7628.5,1997,3
"16594","Greece",21839.4,137.8,15007.8,1998,4
"16595","United States",1158000,6975999.99999998,573400,2004,10
"16596","Cyprus",4459.7,33.67,3155,2019,25
"16597","Greece",13142.6,108.3,8903.6,2012,18
"16598","Portugal",20712.4,270.44,13171.3,2018,24
"16599","Cyprus",2544,23.95,1464.5,2003,9
"16600","Netherlands",48285,372,32473,1996,2
"16601","Bulgaria",21354.2,156.89,16780.8,2021,27
"16602","Latvia",4880.8,88.32,3585,2006,12
"16603","Germany",274038,1920,161497,2014,20
"16604","Greece",32572.7,213.3,20352.4,2008,14
"16605","Sweden",666597,342,388703,2018,24
"16606","Austria",36174.3,240.37,20633.8,2006,12
"16607","Finland",19721,133.1,12467,2002,8
"16608","Romania",126065.4,577.4,64771.6,2008,14
"16609","France",331419,1503,208298.8,2019,25
"16610","Estonia",2013.4,37.97,1262.9,2010,16
"16611","Austria",32629.3,240.8,17541.7,2004,10
"16612","Netherlands",79645,316,54047,2013,19
"16613","Romania",57828.1,453.6,30515.6,2006,12
"16614","United Kingdom",135103,1221.494,78193,2000,6
"16615","Finland",40474,163.8,25550,2021,27
"16616","Latvia",5262.8,51.38,3710.4,2021,27
"16617","Malta",1158.6,7.98,812.6,2015,21
"16618","Italy",186937.6,914.8,120348.7,2018,24
"16619","Japan",82626603,5497932.25,44675927,1998,4
"16620","Austria",29278.1,259.6,15342.1,2000,6
"16621","United Kingdom",337354,1354.426,212958,2019,25
"16622","Finland",20123,134.4,12471,2003,9
"16623","Denmark",336379.4,186.07,216831.4,2021,27
"16624","Greece",10020.9,114.7,6995.1,2021,27
"16625","Netherlands",80975,298,55147,2014,20
"16626","Denmark",296505.9,174.34,186626.1,2019,25
"16627","Luxembourg",9486.3,50.13,5927.7,2021,27
"16628","United States",1020500,5533299.99999999,494800,2011,17
"16629","Ireland",26664.7,96.26,18019.3,2018,24
"16630","Malta",372.3,7.11,199.1,1995,1
"16631","Spain",119053,836.8,63520,2013,19
"16632","Luxembourg",1996.4,24.53,1067.3,1996,2
"16633","Poland",195116,730,120229,2006,12
"16634","Czechia",954410,257.03,662099,2020,26
"16635","Cyprus",1976.3,20.64,1118.3,2001,7
"16636","United Kingdom",230097,1117.836,140681,2013,19
"16637","France",294978.7,1512.4,184370.5,2014,20
"16638","Portugal",29167.3,469.18,20564.5,2000,6
"16639","Ireland",13610.5,58.91,8817.7,2014,20
"16640","Latvia",4339.3,53.5,3354.4,2011,17
"16641","United Kingdom",211412,1142.589,130067,2011,17
"16642","Ireland",13919.3,81.69,9322.5,1998,4
"16643","Greece",23910.3,135.5,16154.2,1999,5
"16644","United States",1287100,7336199.99999998,635500,2005,11
"16645","Cyprus",4534.3,36.47,3305.3,2020,26
"16646","Greece",14194.9,101.8,9741.6,2013,19
"16647","Portugal",22798.7,282.81,14647,2019,25
"16648","Cyprus",2910.6,25.57,1711.2,2004,10
"16649","Netherlands",50852,382,34432,1997,3
"16650","Cyprus",1485.6,20.91,825.7,1995,1
"16651","Latvia",7176.5,96.93,5141.7,2007,13
"16652","Germany",277947,1928,163167,2015,21
"16653","Greece",29512.7,202.4,18233.1,2009,15
"16654","Sweden",707062,345,416358,2019,25
"16655","Austria",39774.5,248.26,22861.1,2007,13
"16656","Spain",91050,1097.3,50424,1996,2
"16657","Portugal",17021.2,244.18,10623,2015,21
"16658","France",312242.4,1551.6,196235.4,2020,26
"16659","Estonia",2664.1,36.42,1655.3,2011,17
"16660","Austria",34054.5,238.93,18761.2,2005,11
"16661","Greece",10329.2,113.9,7327.9,2014,20
"16662","Portugal",18290,250.79,11517,2013,19
"16663","United Kingdom",145404,1223.156,84741,2001,7
"16664","France",149000.1,1258.6,92048.6,1995,1
"16665","Poland",277025,973.3,185926,2008,14
"16666","Estonia",3224.5,39.27,1994.9,2016,22
"16667","Malta",1269.3,8.02,903.2,2016,22
"16668","Italy",192488.4,932.3,123297.6,2019,25
"16669","Czechia",704888,276.11,491669,2013,19
"16670","Austria",28702.2,249.16,15106.3,2001,7
"16671","United Kingdom",297376,1330.623,189809,2020,26
"16672","Germany",208229,1826,122684,2007,13
"16673","Romania",26292.8,384.3,14178.6,2003,9
"16674","Spain",88320,1076.8,48806,1995,1
"16675","Italy",194629.4,973.4,135045.7,2001,7
"16676","Spain",205482,1763.9,130474,2002,8
"16677","Latvia",391.7,49.76,223.5,1995,1
"16678","United States",1075500,5645599.99999999,520500,2012,18
"16679","Ireland",27427.1,101.45,17966.1,2019,25
"16680","United States",1734000,7493199.99999999,781200,2019,25
"16681","Malta",384.8,6.83,208.8,1996,2
"16682","Spain",121644,810.1,66254,2014,20
"16683","Luxembourg",2161,24.84,1166.2,1997,3
"16684","Poland",239553,833,154209,2007,13
"16685","Czechia",1047972,267.48,735818,2021,27
"16686","Czechia",456248,344.13,312154,1998,4
"16687","United Kingdom",329625,1362.447,209705,2021,27
"16688","France",289025.3,1470.8,180583.1,2015,21
"16689","Portugal",31395.1,454.45,22168.5,2001,7
"16690","Czechia",404563,400.14,276576,1996,2
"16691","Netherlands",92672,291,64492,2016,22
"16692","Ireland",16905.5,92.77,11322.6,1999,5
"16693","Greece",24450.5,146.6,16476.9,2000,6
"16694","Czechia",799178,255.26,550359,2017,23
"16695","Cyprus",5102.2,37.55,3841.2,2021,27
"16696","Ireland",28008.1,94.93,19282.6,2020,26
"16697","Portugal",23436.2,287.2,15084,2020,26
"16698","Cyprus",3363.5,27.13,2023,2005,11
"16699","Czechia",781093,267.94,547060,2015,21
"16700","Luxembourg",2450.7,25.54,1362.2,1998,4
"16701","Germany",335402,2042,197545,2018,24
"16702","Germany",250875,2973,134260,1995,1
"16703","Czechia",461386,320.29,322274,1999,5
"16704","Germany",224809,1827,134797,2009,15
"16705","Germany",288371,1959,166873,2016,22
"16706","Greece",21709.6,160.5,12961.9,2010,16
"16707","Poland",327417,868.9,212847,2013,19
"16708","Portugal",30991.5,406.03,21223.5,2009,15
"16709","Spain",96563,1187.7,54092,1997,3
"16710","Portugal",16812.6,246.73,10288.8,2016,22
"16711","Cyprus",1949,19.41,1314.2,2015,21
"16712","Estonia",3053,38.86,1898.6,2012,18
"16713","Netherlands",84872,292,58744,2015,21
"16714","Greece",10703.6,110.2,7501.9,2015,21
"16715","Portugal",16884.4,240.09,10580,2014,20
"16716","Ireland",40226,155.44,25604,2005,11
"16717","United Kingdom",157664,1214.875,92234,2002,8
"16718","France",145202.8,1228.3,90223.4,1996,2
"16719","Poland",286423,1008.6,179649,2009,15
"16720","Estonia",3806.7,37.63,2427,2017,23
"16721","Malta",1243.7,8.06,814.7,2017,23
"16722","Greece",35641.9,180.6,20779.6,2004,10
"16723","Czechia",728243,267.02,506828,2014,20
"16724","Austria",29135.6,241.31,15444.7,2002,8
"16725","Portugal",30333.3,390.89,21088.3,2010,16
"16726","Germany",220956,1815,132103,2008,14
"16727","Romania",34189.2,401.1,18578.8,2004,10
"16728","Cyprus",2303,21.08,1543.8,2016,22
"16729","United States",1395500,6461000,680100,2015,21
"16730","Italy",206585.4,1028.6,142439.3,2002,8
"16731","Spain",233433,1852.3,151582,2003,9
"16732","Latvia",451.6,50.04,264.4,1996,2
"16733","United States",1158800,5855300,564100,2013,19
"16734","France",145701.8,1197.2,90826.9,1997,3
"16735","United States",1806700,7218462.36951982,854800,2020,26
"16736","Malta",380.2,7.06,204.6,1997,3
"16737","Spain",126605,865.5,67681,2015,21
"16738","Greece",30289.2,198.9,19063.5,2005,11
"16739","Cyprus",2847.5,28.05,1817.5,2012,18
"16740","Austria",31022.2,241.05,16406.9,2003,9
"16741","United States",613700,5274199.99999999,320800,1995,1
"16742","France",289916.7,1436.9,181719.2,2016,22
"16743","Portugal",32308.1,471.47,22828.6,2002,8
"16744","Czechia",436349,371.05,302233,1997,3
"16745","United States",1508600,6727800,731800,2016,22
"16746","Ireland",20987.7,106.07,14056.6,2000,6
"16747","Greece",27110.8,156,18314.5,2001,7
"16748","Czechia",891521,255.38,622171,2018,24
"16749","Czechia",350676,420.83,239681,1995,1
"16750","Ireland",36390.7,100.82,26182.7,2021,27
"16751","Portugal",26290.3,296.13,17594.7,2021,27
"16752","Cyprus",3839.2,28.58,2292.3,2006,12
"16753","Czechia",745850,258.55,511759,2016,22
"16754","Luxembourg",2674.8,26.21,1492.8,1999,5
"16755","Germany",355763,2081,211417,2019,25
"16756","Germany",245094,2851,134833,1996,2
"16757","Czechia",469419,294.21,335469,2000,6
"16758","Germany",230832,1842,135801,2010,16
"16759","Germany",306278,1996,177985,2017,23
"16760","Greece",16117.8,140.8,10282.9,2011,17
"16761","Poland",343826,869.7,217320,2014,20
"16762","Spain",107680,1281.3,61118,1998,4
"16763","Ireland",24471,113.12,16389.6,2001,7
"16764","Greece",28021.1,165.2,18741.1,2002,8
"16765","Estonia",3112.4,39.67,1948.8,2013,19
"16766","United Kingdom",191427,1261.876,109943,2005,11
"16767","Italy",148748.7,893.1,101975.3,1995,1
"16768","Romania",1147.8,445.4,667.2,1995,1
"16769","Ireland",47904.3,173.06,30539.3,2006,12
"16770","United Kingdom",168852,1213.128,98586,2003,9
"16771","Luxembourg",2928.6,27.23,1671.6,2000,6
"16772","Poland",307585,941.9,199824,2010,16
"16773","Germany",239148,2731,133247,1997,3
"16774","Malta",1287.9,8.49,806.1,2018,24
"16775","United States",709100,5812899.99999998,369500,1997,3
"16776","Spain",163487,1697.3,95937,2001,7
"16777","Portugal",32689.7,447.05,23224.7,2004,10
"16778","Portugal",27103.6,353.02,18619.3,2011,17
"16779","Spain",123038,1426.2,70631,1999,5
"16780","Ireland",26258.7,113.52,17586.9,2002,8
"16781","Greece",33127.8,179.6,20101.5,2003,9
"16782","United Kingdom",204694,1290.383,119193,2006,12
"16783","Italy",154862.3,867.3,105803.9,1996,2
"16784","Latvia",567.3,52.26,340.1,1997,3
"16785","United States",1264700,6150899.99999999,614700,2014,20
"16786","Poland",357375,970.6,229335,2011,17
"16787","Luxembourg",5254,38.06,3299.7,2008,14
"16788","Spain",128532,884.7,66788,2016,22
"16789","Cyprus",2109.4,21.74,1327.4,2013,19
"16790","Czechia",848021,322.56,598997,2009,15
"16791","United States",666800,5535399.99999998,350500,1996,2
"16792","Cyprus",3480,33.15,2247,2011,17
"16793","Portugal",30887.4,451.72,21729.6,2003,9
"16794","Estonia",3024.3,40.32,1925.8,2015,21
"16795","United States",1578000,6968800,737700,2017,23
"16796","Italy",158459.6,879.4,109146.3,1997,3
"16797","Latvia",837.9,52.07,498.2,1998,4
"16798","Spain",169139,1096.7,95365,2019,25
"16799","Poland",337776,940.8,217566,2012,18
"16800","Luxembourg",5161.2,37.88,3244.1,2009,15
"16801","Cyprus",4639.5,31.89,2828.8,2007,13
"16802","Spain",140043,930.1,75810,2017,23
"16803","Cyprus",1868.8,19.46,1215.4,2014,20
